id,userId,sectionId,read,readDate,createdAt,updatedAt
"578113d1-9fd4-4b7f-b820-e7226a7d0718",,34,false,,2025-06-23T23:21:15.423Z,2025-06-23T23:21:15.423Z
"d335ca40-5632-4861-a9e0-ec4a93fd0033",,35,false,,2025-06-23T23:21:15.438Z,2025-06-23T23:21:15.438Z
"d5d7b283-7c2e-4b54-9c3b-e11260b58c38",,36,false,,2025-06-23T23:21:15.455Z,2025-06-23T23:21:15.455Z
"df6f393a-edc4-4cc1-bc49-370a9868018a",,37,false,,2025-06-23T23:21:15.469Z,2025-06-23T23:21:15.469Z
"4d1484a3-2d4e-4783-af41-5b539bbb0e00",,38,false,,2025-06-23T23:21:15.485Z,2025-06-23T23:21:15.485Z
"ba724fec-2bb5-4e25-aa10-f3eb94fd0416",,39,false,,2025-06-23T23:21:15.499Z,2025-06-23T23:21:15.499Z
"f81404e9-57f2-459d-aa30-90d767ff1a60",,40,false,,2025-06-23T23:21:15.516Z,2025-06-23T23:21:15.516Z
"d379694f-e684-447e-a58c-1345ba6620aa",,41,false,,2025-06-23T23:21:15.529Z,2025-06-23T23:21:15.529Z
"52314206-7759-4c2b-90a9-553994d62e6a",,42,false,,2025-06-23T23:21:15.544Z,2025-06-23T23:21:15.544Z
"320188f5-77d1-4a53-8db4-46797babd3aa",,43,false,,2025-06-23T23:21:15.557Z,2025-06-23T23:21:15.557Z
"a3e56564-06bd-4a75-93bc-3af49f0eeeaf",,44,false,,2025-06-23T23:21:15.587Z,2025-06-23T23:21:15.587Z
"eaa8a802-b531-457a-9411-be20b8b2f84e",,45,false,,2025-06-23T23:21:15.600Z,2025-06-23T23:21:15.600Z
"e3359f15-72ef-46d2-b108-484ca75a4b4f",,46,false,,2025-06-23T23:21:15.613Z,2025-06-23T23:21:15.613Z
"4fd68eda-215d-4cf9-8979-280697cc1abf",,47,false,,2025-06-23T23:21:15.627Z,2025-06-23T23:21:15.627Z
"a0112229-c8a1-460a-9ff8-749562c0d386",,48,false,,2025-06-23T23:21:15.645Z,2025-06-23T23:21:15.645Z
"2d26b1fe-4828-4916-80d9-91162d3025a0",,49,false,,2025-06-23T23:21:15.657Z,2025-06-23T23:21:15.657Z
"ca3e4d52-f14f-474a-acd1-ba2552dca3a4",,50,false,,2025-06-23T23:21:15.670Z,2025-06-23T23:21:15.670Z
"d6d37315-9d7d-4d14-8ed0-75fce00a42b9",,51,false,,2025-06-23T23:21:15.685Z,2025-06-23T23:21:15.685Z
"edd83ac8-bfc2-455c-8842-60dd0d580934",,52,false,,2025-06-23T23:21:15.698Z,2025-06-23T23:21:15.698Z
"d7717bf3-8122-4c34-b3ee-436cd80d4a11",,53,false,,2025-06-23T23:21:15.711Z,2025-06-23T23:21:15.711Z
"31e7fd9f-2efd-4e3a-9c60-8a5df375a230",,54,false,,2025-06-23T23:21:15.725Z,2025-06-23T23:21:15.725Z
"02a920cf-a0b9-4310-8214-b32cfb5090f7",,55,false,,2025-06-23T23:21:15.738Z,2025-06-23T23:21:15.738Z
"918ef579-7781-434e-85e8-0a33169f50db",,56,false,,2025-06-23T23:21:15.762Z,2025-06-23T23:21:15.762Z
"ba24e332-320c-4f61-8592-e5eb8df8a729",,57,false,,2025-06-23T23:21:15.784Z,2025-06-23T23:21:15.784Z
"1284c499-dd35-498f-8cdf-039b0a34c6ad",,58,false,,2025-06-23T23:21:15.802Z,2025-06-23T23:21:15.802Z
"67ddfb45-53bc-488c-b779-62282d745618",,59,false,,2025-06-23T23:21:15.816Z,2025-06-23T23:21:15.816Z
"f83c6631-bed0-4848-8c5d-5e6f2977d7b0",,60,false,,2025-06-23T23:21:15.831Z,2025-06-23T23:21:15.831Z
"18e91623-346f-4d5d-bc0a-2db95bad587a",,61,false,,2025-06-23T23:21:15.844Z,2025-06-23T23:21:15.844Z
"ac02a05d-8ec1-4ee6-9efa-e170e1d24e15",,62,false,,2025-06-23T23:21:15.858Z,2025-06-23T23:21:15.858Z
"46ffffbe-a26d-4786-85b5-74805effb5fc",,63,false,,2025-06-23T23:21:15.876Z,2025-06-23T23:21:15.876Z
"f98384ac-214d-42de-8b28-96651b8abd4b",,64,false,,2025-06-23T23:21:15.889Z,2025-06-23T23:21:15.889Z
"32ce47e8-55cb-48ac-8421-256910696a54",,65,false,,2025-06-23T23:21:15.903Z,2025-06-23T23:21:15.903Z
"3fb89d49-bbf9-44c9-b72e-f9292d66819f",,66,false,,2025-06-23T23:21:15.917Z,2025-06-23T23:21:15.917Z
"f877bce0-c4fa-4807-9d67-b4606ebfb761",,67,false,,2025-06-23T23:21:15.931Z,2025-06-23T23:21:15.931Z
"d2966b6f-15ad-4af3-b734-f0d7166523b5",,68,false,,2025-06-23T23:21:15.944Z,2025-06-23T23:21:15.944Z
"eae97575-0f2d-471b-803d-d247cd416bb1",,69,false,,2025-06-23T23:21:15.962Z,2025-06-23T23:21:15.962Z
"088f8d7c-af62-4785-8117-72c6e4fea74b",,70,false,,2025-06-23T23:21:15.976Z,2025-06-23T23:21:15.976Z
"abaf8722-4279-41ca-b1b8-e949a5a9b35b",,71,false,,2025-06-23T23:21:15.989Z,2025-06-23T23:21:15.989Z
"d25abb3f-79c2-4b53-9b0b-130da614b5a7",,72,false,,2025-06-23T23:21:16.001Z,2025-06-23T23:21:16.001Z
"3122cfbb-8fc6-4c59-9c24-cb90d6026269",,73,false,,2025-06-23T23:21:16.014Z,2025-06-23T23:21:16.014Z
"d8b9e87a-f3ed-4b90-b2d0-ba0895eb3e41",,74,false,,2025-06-23T23:21:16.028Z,2025-06-23T23:21:16.028Z
"203c63eb-add3-404d-937f-a194cb880a0a",,75,false,,2025-06-23T23:21:16.044Z,2025-06-23T23:21:16.044Z
"2a247b0c-9554-468a-a119-2276508dcae4",,76,false,,2025-06-23T23:21:16.056Z,2025-06-23T23:21:16.056Z
"916f2bb2-8e13-4ab3-a1ca-60d96a56f39b",,77,false,,2025-06-23T23:21:16.074Z,2025-06-23T23:21:16.074Z
"4b118c6b-2278-4d05-86d1-bd87a78629c2",,78,false,,2025-06-23T23:21:16.088Z,2025-06-23T23:21:16.088Z
"6047efdd-97b0-42d0-a1db-1afd0c7a7f12",,79,false,,2025-06-23T23:21:16.102Z,2025-06-23T23:21:16.102Z
"2f0c8877-744f-45ee-bedd-ab1eb6448478",,80,false,,2025-06-23T23:21:16.114Z,2025-06-23T23:21:16.114Z
"72605ac0-38b0-47df-bed1-13b8552025e8",,81,false,,2025-06-23T23:21:16.128Z,2025-06-23T23:21:16.128Z
"8ab050f1-8303-4f27-a9d2-4b5982638736",,82,false,,2025-06-23T23:21:16.148Z,2025-06-23T23:21:16.148Z
"80c343b4-8993-49b1-8b69-45f7b2e1ba34",,83,false,,2025-06-23T23:21:16.165Z,2025-06-23T23:21:16.165Z
"af8d1140-245e-4003-a1a7-1441c2bfda85",,84,false,,2025-06-23T23:21:16.183Z,2025-06-23T23:21:16.183Z
"ca39cbb3-26e2-4385-b34d-4e51e3e8d9d6",,85,false,,2025-06-23T23:21:16.196Z,2025-06-23T23:21:16.196Z
"ae76c480-7bc0-4396-a1bb-edcc4413d0c7",,86,false,,2025-06-23T23:21:16.214Z,2025-06-23T23:21:16.214Z
"d7514bd0-7b08-4db2-9f93-33e91aac5d20",,87,false,,2025-06-23T23:21:16.229Z,2025-06-23T23:21:16.229Z
"756e6d86-df76-4bbd-aa5b-04292411a848",,88,false,,2025-06-23T23:21:16.241Z,2025-06-23T23:21:16.241Z
"695fb917-83c4-481d-95a9-e72de50f2c76",,89,false,,2025-06-23T23:21:16.266Z,2025-06-23T23:21:16.266Z
"93f95c5a-63cf-4763-8bc9-99ade0a9cd08",,90,false,,2025-06-23T23:21:16.313Z,2025-06-23T23:21:16.313Z
"9965181c-ab7f-4e29-afcd-7500b006de4d",,91,false,,2025-06-23T23:21:16.371Z,2025-06-23T23:21:16.371Z
"f66158de-371f-4f81-8b59-5a7c1f5c2154",,92,false,,2025-06-23T23:21:16.407Z,2025-06-23T23:21:16.407Z
"c5ff9661-0d6d-498e-93e7-988c6befa087",,93,false,,2025-06-23T23:21:16.422Z,2025-06-23T23:21:16.422Z
"440c6652-d943-45bd-9e76-3335b72678bf",,94,false,,2025-06-23T23:21:16.467Z,2025-06-23T23:21:16.467Z
"05d2a234-f1b4-4708-8613-7896f9e297ef",,95,false,,2025-06-23T23:21:16.502Z,2025-06-23T23:21:16.502Z
"857569d0-a708-4c54-a2e2-dcf7a04e4fde",,96,false,,2025-06-23T23:21:16.519Z,2025-06-23T23:21:16.519Z
"2e5ec09d-12ad-4fa3-b40c-6c58e2c3ea0d",,97,false,,2025-06-23T23:21:16.536Z,2025-06-23T23:21:16.536Z
"4d93fa17-567b-4a73-8863-0fb544b36446",,98,false,,2025-06-23T23:21:16.550Z,2025-06-23T23:21:16.550Z
"277eee02-2fd1-4bf2-a803-c28090f7cfc1",,99,false,,2025-06-23T23:21:16.563Z,2025-06-23T23:21:16.563Z
"40b8d5e4-4e8c-4a86-8b7c-ef0df0b5da2b",,100,false,,2025-06-23T23:21:16.577Z,2025-06-23T23:21:16.577Z
"8b2ff15b-5b44-47ce-be94-241f503c35b5",,101,false,,2025-06-23T23:21:16.590Z,2025-06-23T23:21:16.590Z
"b0df5013-f3e2-4753-bda2-83e140b2728c",,102,false,,2025-06-23T23:21:16.608Z,2025-06-23T23:21:16.608Z
"555a472c-f323-4d36-929a-9eea0bfdcf66",,103,false,,2025-06-23T23:21:16.620Z,2025-06-23T23:21:16.620Z
"cb1e39f2-ef75-46ea-86b2-a86a1ced9377",,104,false,,2025-06-23T23:21:16.633Z,2025-06-23T23:21:16.633Z
"ac890724-197a-44be-9368-4ebf320324b4",,105,false,,2025-06-23T23:21:16.651Z,2025-06-23T23:21:16.651Z
"92ed43a6-40ae-4da6-a042-5ba4741d2337",,106,false,,2025-06-23T23:21:16.663Z,2025-06-23T23:21:16.663Z
"0e8c3e8d-6cda-4627-9caf-f3f1a46be876",,107,false,,2025-06-23T23:21:16.676Z,2025-06-23T23:21:16.676Z
"8a91f68e-3807-4e7e-8a50-67dde5a321e7",,108,false,,2025-06-23T23:21:16.690Z,2025-06-23T23:21:16.690Z
"80b0dbe2-d4fd-4994-a5f5-a227095748db",,109,false,,2025-06-23T23:21:16.705Z,2025-06-23T23:21:16.705Z
"bb772809-9751-44e2-b829-d92b4b0c5773",,110,false,,2025-06-23T23:21:16.718Z,2025-06-23T23:21:16.718Z
"850068f5-facb-4020-8112-b71786144a1b",,111,false,,2025-06-23T23:21:16.730Z,2025-06-23T23:21:16.730Z
"699273ca-23a1-434d-821a-8615cad94456",,112,false,,2025-06-23T23:21:16.742Z,2025-06-23T23:21:16.742Z
"14914e63-56a0-4878-9a82-62a016ddd7d5",,113,false,,2025-06-23T23:21:16.760Z,2025-06-23T23:21:16.760Z
"6bb859ed-ec4e-499a-86ac-1db0617aae94",,114,false,,2025-06-23T23:21:16.773Z,2025-06-23T23:21:16.773Z
"d812e18c-8a91-4351-9a16-c45a712d6931",,115,false,,2025-06-23T23:21:16.786Z,2025-06-23T23:21:16.786Z
"fd99dc24-8643-4906-af5c-15ba9d091dc0",,116,false,,2025-06-23T23:21:16.803Z,2025-06-23T23:21:16.803Z
"f7727500-7317-4360-938e-e7dd41d38d0e",,117,false,,2025-06-23T23:21:16.816Z,2025-06-23T23:21:16.816Z
"946fe50a-afb4-4de7-882d-81f7cb53d77c",,118,false,,2025-06-23T23:21:16.834Z,2025-06-23T23:21:16.834Z
"69995b40-4377-4081-94aa-1b3b997142f3",,119,false,,2025-06-23T23:21:16.870Z,2025-06-23T23:21:16.870Z
"e725b52f-0591-4e97-9486-cca7d873f153",,120,false,,2025-06-23T23:21:16.884Z,2025-06-23T23:21:16.884Z
"a43a5ba3-0a76-4bbb-90cc-dd594b1ef907",,121,false,,2025-06-23T23:21:16.899Z,2025-06-23T23:21:16.899Z
"3f75ce64-2b9c-45d5-b976-8a247aa208e0",,122,false,,2025-06-23T23:21:16.925Z,2025-06-23T23:21:16.925Z
"18d77e5b-f56d-4113-bec9-d52b7ad0bea2",,123,false,,2025-06-23T23:21:16.937Z,2025-06-23T23:21:16.937Z
"f471fbda-b3ef-420e-a1a3-dc472fd3fa01",,124,false,,2025-06-23T23:21:16.951Z,2025-06-23T23:21:16.951Z
"27c5da6d-07f1-4b43-b0a7-6c030fd087f5",,125,false,,2025-06-23T23:21:16.968Z,2025-06-23T23:21:16.968Z
"230eedd1-4fd6-4fbd-905f-d22b3b790254",,126,false,,2025-06-23T23:21:16.981Z,2025-06-23T23:21:16.981Z
"ff127642-f997-49e2-8d39-519daa0a1765",,127,false,,2025-06-23T23:21:16.994Z,2025-06-23T23:21:16.994Z
"2ca6c962-692d-4011-bac5-f48ab3af3850",,128,false,,2025-06-23T23:21:17.021Z,2025-06-23T23:21:17.021Z
"2a0aa7fa-73ba-476d-8a95-7a3034e3a539",,129,false,,2025-06-23T23:21:17.040Z,2025-06-23T23:21:17.040Z
"e761d9bb-26f1-4953-8367-5555b93954d4",,130,false,,2025-06-23T23:21:17.059Z,2025-06-23T23:21:17.059Z
"ed30c425-733b-4807-9e88-e916d3c3fdb5",,131,false,,2025-06-23T23:21:17.072Z,2025-06-23T23:21:17.072Z
"fe4fa331-e447-43e1-b125-b3daab0846a3",,132,false,,2025-06-23T23:21:17.084Z,2025-06-23T23:21:17.084Z
"67139649-69c7-46e8-afbc-adff57726a1e",,133,false,,2025-06-23T23:21:17.101Z,2025-06-23T23:21:17.101Z
"e3cb5e24-62ef-449d-8334-2f6eda1ce255",,134,false,,2025-06-23T23:21:17.114Z,2025-06-23T23:21:17.114Z
"d2274d40-ac27-400f-a613-8af73235e60d",,135,false,,2025-06-23T23:21:17.129Z,2025-06-23T23:21:17.129Z
